id,pid,ms_subclass,ms_zoning,lot_frontage,lot_area,street,alley,lot_shape,land_contour,utilities,lot_config,land_slope,neighborhood,condition_1,condition_2,bldg_type,house_style,overall_qual,overall_cond,year_built,year_remod/add,roof_style,roof_matl,exterior_1st,exterior_2nd,mas_vnr_type,mas_vnr_area,exter_qual,exter_cond,foundation,bsmt_qual,bsmt_cond,bsmt_exposure,bsmtfin_type_1,bsmtfin_sf_1,bsmtfin_type_2,bsmtfin_sf_2,bsmt_unf_sf,total_bsmt_sf,heating,heating_qc,central_air,electrical,1st_flr_sf,2nd_flr_sf,low_qual_fin_sf,gr_liv_area,bsmt_full_bath,bsmt_half_bath,full_bath,half_bath,bedroom_abvgr,kitchen_abvgr,kitchen_qual,totrms_abvgrd,functional,fireplaces,fireplace_qu,garage_type,garage_yr_blt,garage_finish,garage_cars,garage_area,garage_qual,garage_cond,paved_drive,wood_deck_sf,open_porch_sf,enclosed_porch,3ssn_porch,screen_porch,pool_area,pool_qc,fence,misc_feature,misc_val,mo_sold,yr_sold,sale_type,saleprice,neighborhood_Blueste,neighborhood_BrDale,neighborhood_BrkSide,neighborhood_ClearCr,neighborhood_CollgCr,neighborhood_Crawfor,neighborhood_Edwards,neighborhood_Gilbert,neighborhood_Greens,neighborhood_GrnHill,neighborhood_IDOTRR,neighborhood_Landmrk,neighborhood_MeadowV,neighborhood_Mitchel,neighborhood_NAmes,neighborhood_NPkVill,neighborhood_NWAmes,neighborhood_NoRidge,neighborhood_NridgHt,neighborhood_OldTown,neighborhood_SWISU,neighborhood_Sawyer,neighborhood_SawyerW,neighborhood_Somerst,neighborhood_StoneBr,neighborhood_Timber,neighborhood_Veenker,bldg_type_2fmCon,bldg_type_Duplex,bldg_type_Twnhs,bldg_type_TwnhsE,house_style_1.5Unf,house_style_1Story,house_style_2.5Fin,house_style_2.5Unf,house_style_2Story,house_style_SFoyer,house_style_SLvl,heating_GasW,heating_Grav,heating_OthW,heating_Wall,central_air_Y,garage_type_Attchd,garage_type_Basment,garage_type_BuiltIn,garage_type_CarPort,garage_type_Detchd,garage_type_none,utilities_NoSeWa,utilities_NoSewr,total_liv_sqft,total_bsmt_1st_flr_sf,garage_total,saleprice_log
2573,535151130,90,RL,70.0,7728,Pave,none,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,Duplex,SLvl,5,6,1962,1962,Hip,CompShg,Wd Sdng,Wd Sdng,BrkFace,120.0,3,3,CBlock,3,3,Av,ALQ,803.0,Unf,0.0,303.0,1106.0,GasA,3,Y,SBrkr,1190,0,0,1190,1.0,0.0,1,0,3,1,3,6,Typ,0,0,Attchd,1962.0,Unf,2.0,540.0,3,3,Y,0,18,0,0,0,0,0,GdWo,none,0,5,2006,WD ,132500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,4289.0,1316140.0,1080.0,11.794337924408413
1793,528445070,60,RL,75.0,8778,Pave,none,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,1Fam,2Story,8,5,2006,2006,Gable,CompShg,VinylSd,VinylSd,none,0.0,4,3,PConc,4,3,No,Unf,0.0,Unf,0.0,1302.0,1302.0,GasA,5,Y,SBrkr,1302,528,0,1830,0.0,0.0,2,1,3,1,4,7,Typ,0,0,BuiltIn,2006.0,RFn,3.0,859.0,3,3,Y,0,40,0,0,0,0,0,none,none,0,3,2007,WD ,221300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,4962.0,1695204.0,2577.0,12.30727452603914
882,907414020,20,RL,63.0,8487,Pave,none,Reg,Lvl,AllPub,FR2,Gtl,CollgCr,Norm,Norm,1Fam,1Story,7,5,2004,2004,Gable,CompShg,VinylSd,VinylSd,BrkFace,210.0,4,3,PConc,4,3,Av,GLQ,20.0,Unf,0.0,1480.0,1500.0,GasA,5,Y,SBrkr,1500,0,0,1500,0.0,0.0,2,0,3,1,4,6,Typ,0,0,Attchd,2004.0,RFn,2.0,570.0,3,3,Y,192,36,0,0,0,0,0,none,none,0,8,2009,WD ,190000,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,4520.0,2250000.0,1140.0,12.154779351142624
2791,907252050,60,RL,70.0,9930,Pave,none,IR1,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,2Story,7,5,2002,2002,Gable,CompShg,VinylSd,VinylSd,BrkFace,199.0,4,3,PConc,4,3,No,GLQ,456.0,Unf,0.0,370.0,826.0,GasA,5,Y,SBrkr,878,884,0,1762,0.0,0.0,2,1,3,1,4,6,Typ,0,0,Attchd,2002.0,Fin,2.0,591.0,3,3,Y,320,54,0,0,0,0,0,none,none,0,7,2006,WD ,222000,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,4806.0,725228.0,1182.0,12.310432660854417
297,909428280,20,RL,100.0,17500,Pave,none,Reg,Lvl,AllPub,Inside,Gtl,Crawfor,PosA,Norm,1Fam,1Story,7,8,1959,2002,Gable,CompShg,BrkFace,HdBoard,none,0.0,4,4,PConc,4,3,Av,GLQ,1406.0,Unf,0.0,496.0,1902.0,GasA,3,Y,SBrkr,1902,0,0,1902,1.0,0.0,2,0,3,1,5,7,Typ,2,3,Attchd,1959.0,Fin,2.0,567.0,3,3,Y,0,207,162,0,0,0,0,none,none,0,5,2010,WD ,335000,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,7112.0,3617604.0,1134.0,12.721885810807203
509,528431070,20,RL,78.0,10206,Pave,none,Reg,Lvl,AllPub,Inside,Gtl,Somerst,PosN,Norm,1Fam,1Story,8,5,2008,2008,Gable,CompShg,VinylSd,VinylSd,BrkFace,294.0,4,3,PConc,4,3,No,Unf,0.0,Unf,0.0,1614.0,1614.0,GasA,5,Y,SBrkr,1658,0,0,1658,0.0,0.0,2,1,3,1,4,7,Typ,1,4,Attchd,2008.0,Fin,3.0,726.0,3,3,Y,144,44,0,0,0,0,0,none,none,0,9,2009,WD ,257500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,4930.0,2676012.0,2178.0,12.458774999085929
1115,528429080,20,RL,75.0,14587,Pave,none,IR1,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,1Fam,1Story,9,5,2008,2008,Gable,CompShg,VinylSd,VinylSd,Stone,284.0,4,3,PConc,4,3,No,Unf,0.0,Unf,0.0,1498.0,1498.0,GasA,5,Y,SBrkr,1506,0,0,1506,0.0,0.0,2,0,2,1,5,6,Typ,1,4,Attchd,2008.0,Fin,2.0,592.0,3,3,Y,0,174,0,0,0,0,0,none,none,0,8,2008,New,264132,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,4510.0,2255988.0,1184.0,12.484204257170104
773,905105190,20,RL,65.0,7800,Pave,none,Reg,Lvl,AllPub,Inside,Gtl,Sawyer,Norm,Norm,1Fam,1Story,5,7,1967,2004,Hip,CompShg,HdBoard,HdBoard,BrkFace,89.0,3,3,PConc,3,3,No,ALQ,450.0,Unf,0.0,414.0,864.0,GasA,5,Y,SBrkr,899,0,0,899,0.0,0.0,1,0,3,1,4,5,Typ,0,0,Attchd,1967.0,Fin,1.0,288.0,3,3,Y,64,0,0,0,0,0,0,MnPrv,none,0,6,2009,WD ,130000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,3112.0,776736.0,288.0,11.77528972943772
732,903202170,70,RL,50.0,4960,Pave,none,Reg,Lvl,AllPub,Inside,Gtl,BrkSide,RRAn,Norm,1Fam,1.5Fin,5,7,1930,1982,Gable,CompShg,WdShing,Wd Shng,none,0.0,3,3,CBlock,3,3,No,Unf,0.0,Unf,0.0,297.0,297.0,GasA,5,Y,SBrkr,1001,653,0,1654,0.0,0.0,2,0,3,1,3,7,Typ,1,4,Detchd,1955.0,Unf,1.0,336.0,3,3,N,244,60,0,0,0,0,0,none,none,0,5,2009,WD ,137000,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,3605.0,297297.0,336.0,11.827736204810263
1552,910206110,30,RM,60.0,7392,Pave,none,Reg,Lvl,AllPub,Inside,Gtl,IDOTRR,Norm,Norm,1Fam,1Story,5,7,1930,1995,Gable,CompShg,Wd Sdng,Wd Sdng,none,0.0,3,3,BrkTil,3,3,No,Unf,0.0,Unf,0.0,520.0,520.0,GasA,3,Y,FuseA,912,0,0,912,0.0,0.0,1,0,2,1,3,5,Typ,0,0,Detchd,1934.0,RFn,1.0,360.0,3,3,Y,0,90,0,0,0,0,0,none,none,0,5,2008,WD ,99500,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,2344.0,474240.0,360.0,11.507912923146684
226,905107110,90,RL,70.0,7424,Pave,none,IR1,Lvl,AllPub,Inside,Gtl,Sawyer,Norm,Norm,Duplex,SFoyer,5,5,1978,1978,Gable,CompShg,Plywood,Plywood,none,0.0,3,3,CBlock,4,3,Av,GLQ,1319.0,Unf,0.0,0.0,1319.0,GasA,3,Y,SBrkr,1373,0,0,1373,1.0,0.0,1,0,3,1,3,5,Typ,2,3,Attchd,1978.0,Fin,2.0,591.0,3,3,Y,0,0,0,0,0,0,0,none,none,0,5,2010,WD ,160250,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,5384.0,1810987.0,1182.0,11.984490374782917
2830,908188120,160,RM,24.0,2522,Pave,none,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,Twnhs,2Story,7,5,2004,2004,Gable,CompShg,VinylSd,VinylSd,Stone,50.0,4,3,PConc,4,3,No,Unf,0.0,Unf,0.0,970.0,970.0,GasA,5,Y,SBrkr,970,739,0,1709,0.0,0.0,2,0,3,1,4,7,Maj1,0,0,Detchd,2004.0,Unf,2.0,380.0,3,3,Y,0,40,0,0,0,0,0,none,none,0,5,2006,WD ,130000,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,4388.0,940900.0,760.0,11.77528972943772
2238,910202030,30,RM,46.0,3672,Pave,none,Reg,Lvl,AllPub,Inside,Gtl,IDOTRR,Artery,Norm,1Fam,1Story,5,7,1922,1950,Gable,CompShg,Stucco,Stucco,none,0.0,3,3,BrkTil,3,3,No,Unf,0.0,Unf,0.0,816.0,816.0,GasA,5,Y,SBrkr,816,0,0,816,0.0,0.0,1,0,2,1,3,5,Typ,0,0,Detchd,1922.0,Unf,1.0,100.0,2,2,N,0,0,96,0,0,0,0,none,none,0,9,2007,WD ,75200,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,2448.0,665856.0,100.0,11.227906509937931
982,923252075,80,RL,62.0,7706,Pave,none,Reg,Lvl,AllPub,Inside,Gtl,Mitchel,Norm,Norm,1Fam,SLvl,6,5,1993,1996,Gable,CompShg,HdBoard,HdBoard,none,0.0,3,4,CBlock,4,3,Av,Rec,114.0,GLQ,270.0,0.0,384.0,GasA,5,Y,SBrkr,1091,0,0,1091,0.0,1.0,1,0,2,1,3,5,Typ,0,0,Attchd,1993.0,Fin,1.0,429.0,3,3,Y,280,0,0,0,0,0,0,none,Shed,700,8,2009,WD ,131250,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,2680.0,418944.0,429.0,11.78485918045387
1265,535426350,20,RL,72.0,12929,Pave,none,IR1,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,6,6,1960,1993,Gable,CompShg,Wd Sdng,Wd Sdng,BrkFace,276.0,3,3,CBlock,3,3,Gd,GLQ,697.0,Unf,0.0,384.0,1081.0,GasA,3,Y,SBrkr,1081,0,0,1081,1.0,0.0,1,0,3,1,3,5,Typ,0,0,CarPort,1960.0,Unf,1.0,401.0,3,3,Y,36,82,0,0,0,0,0,none,none,0,6,2008,WD ,148000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,3940.0,1168561.0,401.0,11.904967552746252
559,532376070,20,RL,70.0,9316,Pave,none,IR1,Lvl,AllPub,Inside,Gtl,Sawyer,Norm,Norm,1Fam,1Story,5,5,1965,1965,Gable,CompShg,HdBoard,Plywood,none,0.0,3,3,CBlock,3,3,No,Rec,544.0,Unf,0.0,480.0,1024.0,GasA,4,Y,SBrkr,1020,0,0,1020,0.0,0.0,2,0,3,1,3,5,Typ,0,0,Attchd,1965.0,Unf,1.0,288.0,3,3,Y,171,0,0,0,0,0,0,MnPrv,none,0,5,2009,Oth,124100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,3608.0,1044480.0,288.0,11.728842971192698
1203,534252090,85,RL,72.0,12122,Pave,none,IR1,Lvl,AllPub,Corner,Gtl,NAmes,Norm,Norm,1Fam,SFoyer,7,9,1961,2007,Gable,CompShg,CemntBd,CmentBd,Stone,210.0,5,3,CBlock,3,3,Av,ALQ,867.0,Unf,0.0,77.0,944.0,GasA,4,Y,SBrkr,999,0,0,999,1.0,0.0,1,0,3,1,5,6,Typ,0,0,Attchd,1961.0,RFn,2.0,588.0,3,3,Y,144,76,0,0,0,0,0,none,none,0,7,2008,WD ,178400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,3809.0,943056.0,1176.0,12.091783499128047
2083,905476160,90,RL,42.0,7711,Pave,none,IR1,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,Duplex,1Story,4,3,1977,1977,Gable,CompShg,MetalSd,MetalSd,none,0.0,3,3,PConc,4,3,Gd,GLQ,1440.0,Unf,0.0,0.0,1440.0,GasA,3,Y,SBrkr,1440,0,0,1440,2.0,0.0,2,0,4,2,3,8,Typ,0,0,none,none,none,0.0,0.0,0,0,N,321,0,0,0,0,0,0,none,none,0,8,2007,Oth,150000,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,5760.0,2073600.0,0.0,11.918390573078392
2130,907187060,60,RL,43.0,12352,Pave,none,IR2,Lvl,AllPub,CulDSac,Gtl,CollgCr,Norm,Norm,1Fam,2Story,7,5,1998,1999,Gable,CompShg,VinylSd,VinylSd,BrkFace,290.0,4,3,PConc,4,3,No,GLQ,638.0,Unf,0.0,215.0,853.0,GasA,5,Y,SBrkr,853,900,0,1753,1.0,0.0,2,1,3,1,3,7,Typ,1,2,Attchd,1998.0,RFn,2.0,534.0,3,3,Y,0,74,0,0,0,0,0,none,none,0,3,2007,WD ,217000,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,4997.0,727609.0,1068.0,12.287652632522597
2455,528429060,60,RL,75.0,12447,Pave,none,IR1,Lvl,AllPub,Inside,Gtl,Somerst,RRAn,Norm,1Fam,2Story,8,5,2005,2006,Gable,CompShg,CemntBd,CmentBd,Stone,192.0,4,3,PConc,4,4,No,Unf,0.0,Unf,0.0,1100.0,1100.0,GasA,5,Y,SBrkr,1116,848,0,1964,0.0,0.0,2,1,3,1,4,8,Typ,1,4,BuiltIn,2005.0,Fin,2.0,760.0,3,3,Y,200,70,0,0,0,0,0,none,none,0,1,2006,New,252000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,5028.0,1227600.0,1520.0,12.437184366493561
535,531363030,20,RL,63.0,7500,Pave,none,Reg,Lvl,AllPub,Inside,Gtl,SawyerW,Norm,Norm,1Fam,1Story,7,5,2006,2006,Gable,CompShg,VinylSd,VinylSd,none,0.0,4,3,PConc,4,4,No,GLQ,54.0,Unf,0.0,1087.0,1141.0,GasA,5,Y,SBrkr,1141,0,0,1141,1.0,0.0,1,1,3,1,4,6,Typ,0,0,Detchd,2006.0,RFn,2.0,484.0,3,3,Y,182,0,0,0,0,0,0,none,none,0,6,2009,WD ,152000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,3477.0,1301881.0,968.0,11.931635799828413
2019,903233140,45,RM,51.0,6120,Pave,none,Reg,Lvl,AllPub,Corner,Gtl,BrkSide,Norm,Norm,1Fam,1.5Unf,7,8,1929,2001,Gable,CompShg,Wd Sdng,Wd Sdng,none,0.0,3,3,BrkTil,3,3,No,Unf,0.0,Unf,0.0,832.0,832.0,GasA,5,Y,FuseA,854,0,0,854,0.0,0.0,1,0,2,1,3,5,Typ,0,0,Detchd,1991.0,Unf,2.0,576.0,3,3,Y,48,112,0,0,0,0,0,GdPrv,none,0,7,2007,WD ,132000,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,2540.0,710528.0,1152.0,11.790557201568507
2655,902206090,50,RM,56.0,9576,Pave,none,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,1Fam,1.5Fin,6,7,1945,1950,Gable,CompShg,VinylSd,VinylSd,none,0.0,3,3,CBlock,2,3,No,Rec,310.0,Unf,0.0,460.0,770.0,GasA,3,Y,SBrkr,885,297,0,1182,0.0,0.0,1,1,3,1,3,5,Typ,0,0,Detchd,1945.0,Unf,1.0,378.0,2,3,Y,0,0,0,0,0,0,0,GdWo,none,0,5,2006,WD ,120000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,3444.0,681450.0,378.0,11.695247021764184
2391,528120140,60,RL,82.0,9942,Pave,none,IR1,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,1Fam,2Story,9,5,2005,2006,Gable,CompShg,MetalSd,MetalSd,BrkFace,385.0,5,3,PConc,5,4,Av,GLQ,1290.0,Unf,0.0,316.0,1606.0,GasA,5,Y,SBrkr,1625,466,0,2091,1.0,0.0,2,1,3,1,5,8,Typ,1,4,Attchd,2005.0,RFn,2.0,521.0,3,3,Y,194,84,0,0,0,0,0,none,none,0,5,2006,New,338500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,7078.0,2609750.0,1042.0,12.732279371334467
154,535325400,30,RL,65.0,7898,Pave,none,Reg,Lvl,AllPub,Corner,Gtl,NAmes,Norm,Norm,1Fam,1Story,4,7,1920,1994,Gable,CompShg,MetalSd,MetalSd,none,0.0,3,3,BrkTil,3,3,No,Unf,0.0,Unf,0.0,576.0,576.0,GasA,4,Y,SBrkr,985,0,0,985,0.0,1.0,1,0,2,1,3,4,Typ,0,0,Detchd,1989.0,Unf,2.0,676.0,3,3,N,0,0,0,0,0,0,0,none,none,0,4,2010,WD ,105000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,2546.0,567360.0,1352.0,11.56171562913966
999,527107210,60,RL,57.0,21872,Pave,none,IR2,HLS,AllPub,FR2,Gtl,Gilbert,Norm,Norm,1Fam,2Story,7,5,1996,1997,Gable,CompShg,HdBoard,HdBoard,none,0.0,3,3,PConc,4,3,Gd,GLQ,604.0,Unf,0.0,125.0,729.0,GasA,5,Y,SBrkr,729,717,0,1446,0.0,1.0,2,1,3,1,3,6,Typ,1,3,Attchd,1996.0,Unf,2.0,406.0,3,3,Y,264,22,0,0,0,0,0,none,none,0,8,2008,WD ,175000,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,4225.0,531441.0,812.0,12.072541252905651
1400,905352030,60,RL,83.0,10005,Pave,none,Reg,Lvl,AllPub,Inside,Gtl,ClearCr,Norm,Norm,1Fam,2Story,7,5,1977,1977,Hip,CompShg,Plywood,Plywood,BrkFace,299.0,3,3,CBlock,4,3,No,BLQ,392.0,Unf,0.0,768.0,1160.0,GasA,5,Y,SBrkr,1156,866,0,2022,0.0,0.0,2,1,4,1,3,8,Typ,1,3,Attchd,1977.0,Fin,2.0,505.0,3,3,Y,288,117,0,0,0,0,0,none,none,0,3,2008,WD ,192000,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,5596.0,1340960.0,1010.0,12.165250651009918
2807,907401080,60,RL,41.0,12393,Pave,none,IR2,Lvl,AllPub,FR2,Gtl,CollgCr,Norm,Norm,1Fam,2Story,7,5,2004,2005,Gable,CompShg,VinylSd,VinylSd,none,0.0,4,3,PConc,4,3,No,Unf,0.0,Unf,0.0,847.0,847.0,GasA,5,Y,SBrkr,847,1101,0,1948,0.0,0.0,2,1,4,1,4,8,Typ,1,4,BuiltIn,2004.0,Fin,2.0,434.0,3,3,Y,100,48,0,0,0,0,0,none,none,0,9,2006,WD ,195000,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,4743.0,717409.0,868.0,12.180754837545884
516,528456220,60,FV,75.0,9000,Pave,none,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,1Fam,2Story,8,5,2008,2008,Gable,CompShg,VinylSd,VinylSd,none,0.0,4,3,PConc,4,3,No,Unf,0.0,Unf,0.0,768.0,768.0,GasA,5,Y,SBrkr,786,804,0,1590,0.0,0.0,2,1,3,1,4,6,Typ,0,0,Attchd,2008.0,RFn,2.0,676.0,3,3,Y,0,30,0,0,0,0,0,none,none,0,6,2009,WD ,210000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,3948.0,603648.0,1352.0,12.254862809699606
1753,528250070,60,RL,63.0,7875,Pave,none,Reg,Lvl,AllPub,Inside,Gtl,Gilbert,Norm,Norm,1Fam,2Story,7,5,2003,2003,Gable,CompShg,VinylSd,VinylSd,BrkFace,16.0,4,3,PConc,4,3,No,Unf,0.0,Unf,0.0,847.0,847.0,GasA,5,Y,SBrkr,847,1101,0,1948,0.0,0.0,2,1,4,1,4,8,Typ,1,4,BuiltIn,2003.0,Fin,2.0,434.0,3,3,Y,0,48,0,0,0,0,0,none,none,0,7,2007,WD ,211000,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,4743.0,717409.0,868.0,12.259613412458204
734,903226130,50,RM,50.0,6000,Pave,none,Reg,Lvl,AllPub,Inside,Gtl,BrkSide,Norm,Norm,1Fam,1.5Fin,4,6,1936,1950,Gable,CompShg,MetalSd,MetalSd,none,0.0,3,3,BrkTil,3,3,No,BLQ,672.0,Unf,0.0,0.0,672.0,GasA,3,Y,SBrkr,757,567,0,1324,0.0,0.0,1,0,3,1,3,6,Typ,0,0,Detchd,1936.0,Unf,1.0,240.0,3,3,Y,0,0,0,0,0,0,0,none,none,0,7,2009,WD ,128000,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,3992.0,508704.0,240.0,11.759785542901755
1209,534400060,20,RL,100.0,10175,Pave,none,IR1,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,6,5,1964,1964,Gable,CompShg,HdBoard,Plywood,BrkFace,272.0,3,3,CBlock,3,3,No,BLQ,490.0,Unf,0.0,935.0,1425.0,GasA,4,Y,SBrkr,1425,0,0,1425,0.0,0.0,2,0,3,1,3,7,Typ,1,4,Attchd,1964.0,RFn,2.0,576.0,3,3,Y,0,0,0,407,0,0,0,none,none,0,7,2008,WD ,180500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,4765.0,2030625.0,1152.0,12.103486056755072
1994,902302150,190,RM,85.0,13600,Pave,Grvl,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,2fmCon,2Story,5,5,1900,1950,Gable,CompShg,Wd Sdng,Wd Sdng,none,0.0,3,3,BrkTil,3,3,No,Unf,0.0,Unf,0.0,662.0,662.0,GasA,3,N,SBrkr,1422,915,0,2337,0.0,0.0,2,0,5,2,3,10,Min2,0,0,Detchd,1945.0,Unf,2.0,560.0,3,3,Y,0,57,0,0,0,0,0,none,none,0,9,2007,WD ,90000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,5336.0,941364.0,1120.0,11.407564949312402
